timestamp,memory_used_mib,memory_free_mib,memory_total_mib,own_memory_used_mib
2026-08-20T20:52:18Z,115129, 28028, 143771,22132
2026-08-20T20:52:21Z,115139, 28018, 143771,22140
2026-08-20T20:52:24Z,115149, 28008, 143771,22152
2026-08-20T20:52:26Z,115155, 28002, 143771,22156
2026-08-20T20:52:29Z,115159, 27998, 143771,22160
2026-08-20T20:52:32Z,122719, 20438, 143771,29720
2026-08-20T20:52:34Z,122785, 20372, 143771,29786
2026-08-20T20:52:37Z,122785, 20372, 143771,29786
2026-08-20T20:52:39Z,122829, 20328, 143771,29830
2026-08-20T20:52:42Z,122829, 20328, 143771,29830
2026-08-20T20:52:44Z,122831, 20326, 143771,29832
2026-08-20T20:52:47Z,122831, 20326, 143771,29832
2026-08-20T20:52:50Z,122831, 20326, 143771,29832
2026-08-20T20:52:52Z,122831, 20326, 143771,29832
2026-08-20T20:52:55Z,122831, 20326, 143771,29832
2026-08-20T20:52:57Z,122831, 20326, 143771,29832
2026-08-20T20:53:00Z,122831, 20326, 143771,29832
